Nummer,Datum,verwendbar?,URL,login url,HTML Element mit webauthn,Passkey/FedCm unterstützung,funktionale Eigenschaften,statische Eigenschaften,Bemerkung,thirdparty auth with passkeys
50,10. Juli 2025,ja,https://forum.level1techs.com/,https://forum.level1techs.com/,"<button class=""btn btn-icon-text btn-social passkey-login-button"" type=""button"">
<svg class=""fa d-icon d-icon-user svg-icon svg-string"" xmlns=""http://www.w3.org/2000/svg""><use href=""#user""></use></svg>      <span class=""d-button-label"">Log in with a passkey<!----></span>
</button>  <button class=""btn btn-icon-text btn-social passkey-login-button"" type=""button"">
<svg class=""fa d-icon d-icon-user svg-icon svg-string"" xmlns=""http://www.w3.org/2000/svg""><use href=""#user""></use></svg>      <span class=""d-button-label"">Log in with a passkey<!----></span>
</button>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden",methoden aufruf erst nach klick auf login element,
51,10. Juli 2025,ja,https://www.kakaocorp.com/,https://accounts.kakao.com/login?continue=https%3A%2F%2Fkauth.kakao.com%2Foauth%2Fauthorize%3Fresponse_type%3Dcode%26client_id%3D98020c3772c56cf7faa6aceb97b0722d%26redirect_uri%3Dhttps%253A%252F%252Fshopping-userauth-web.kakao.com%252Fcallback%26state%3DeyJyZWRpcmVjdFVybCI6Imh0dHBzOi8vZ2lmdC5rYWthby5jb20vYS92MS93ZWIvbG9naW4_cmVkaXJlY3RVcmw9aHR0cHMlM0ElMkYlMkZnaWZ0Lmtha2FvLmNvbSUyRmhvbWUlM0Z0YXJnZXRUeXBlJTNEQUxMJTI2cmFua1R5cGUlM0RNQU5ZX1dJU0glMjZwcmljZVJhbmdlJTNEMjAwMDBfMjk5OTkiLCJjaGFubmVsIjoiR0lGVCJ9%26through_account%3Dtrue,"<input placeholder=""KakaoMail ID, email, phone number"" autocomplete=""webauthn"" type=""text"" id=""loginId--1"" name=""loginId"" class=""tf_g"" value="""">",Passkey,"autocomplete = webauthn, get methode, methode vor login","navigator.credentials methoden selbst implementiert, navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden, obfuscated js, one line js",login token?,
52,10. Juli 2025,ja,https://www.hcaptcha.com/,https://dashboard.hcaptcha.com/login,"<input id=""email"" name=""email"" label=""email"" aria-required=""true"" autocomplete=""username webauthn"" type=""text"" height=""40"" placeholder=""Email"" maxlength=""256"" tabindex=""0"" class=""Input__InputElement-sc-8b09f8af-0 ktUseE"" value="""">",Passkey,"autocomplete = webauthn, get methode, methode vor login",navigator.credentials methoden selbst implementiert,,"github, google"
53,10. Juli 2025,ja,https://www.high-mobility.com/,https://console.high-mobility.com/login,"<button class=""inline-flex items-center justify-center rounded gap-2 text-button font-semibold transition-colors outline-none dark:text-white dark:focus:text-beige-100-shade dark:hover:text-beige-100-shade px-2 py-1"" type=""button""><svg width=""16"" height=""16"" viewBox=""0 0 16 16"" fill=""none"" xmlns=""http://www.w3.org/2000/svg""><g clip-path=""url(#clip0_5832_42521)""><path d=""M9.16826 3.51298C9.16826 4.09102 8.93995 4.64538 8.53357 5.05411C8.12719 5.46284 7.57601 5.69247 7.0013 5.69247C6.42659 5.69247 5.87542 5.46284 5.46903 5.05411C5.06265 4.64538 4.83435 4.09102 4.83435 3.51298C4.83435 2.93495 5.06265 2.38059 5.46903 1.97185C5.87542 1.56312 6.42659 1.3335 7.0013 1.3335C7.57601 1.3335 8.12719 1.56312 8.53357 1.97185C8.93995 2.38059 9.16826 2.93495 9.16826 3.51298ZM2.66797 11.7183C2.68654 10.5747 3.15125 9.48428 3.96189 8.68217C4.77253 7.88005 5.86413 7.43052 7.0013 7.43052C8.13847 7.43052 9.23008 7.88005 10.0407 8.68217C10.8514 9.48428 11.3161 10.5747 11.3346 11.7183C9.97517 12.3453 8.49687 12.6689 7.0013 12.6668C5.45496 12.6668 3.98721 12.3274 2.66797 11.7183Z"" stroke=""currentColor"" stroke-linecap=""round"" stroke-linejoin=""round""></path><path d=""M10.6273 6.52357C10.8505 6.30038 11.1532 6.17502 11.4689 6.17506C11.7845 6.1751 12.0874 6.30069 12.3106 6.5238M13.1521 5.68225C13.3977 5.92776 13.5866 6.22401 13.7057 6.55022C13.8247 6.87643 13.8709 7.22471 13.8411 7.57063C13.8113 7.91655 13.7061 8.25174 13.5331 8.5527C13.36 8.85366 13.1232 9.11311 12.8392 9.31284C12.6541 9.44356 12.5214 9.64525 12.5215 9.87194L12.5217 11.3634L11.8905 11.9945L12.5218 12.6258L11.8907 13.257L12.522 13.8883L11.4701 14.9403L10.6793 14.1496C10.5118 13.9821 10.4175 13.7548 10.4178 13.5183L10.4173 9.87166C10.4173 9.64498 10.2845 9.44324 10.0994 9.31248C9.82983 9.1225 9.60269 8.87861 9.43232 8.59627C9.26196 8.31393 9.1521 7.9993 9.1097 7.67231C9.0673 7.34532 9.09328 7.0131 9.18601 6.69671C9.27873 6.38033 9.43617 6.08667 9.64835 5.83435C9.86054 5.58204 10.1228 5.37656 10.4186 5.23095C10.7144 5.08534 11.0372 5.00277 11.3666 4.98847C11.696 4.97417 12.0248 5.02845 12.3322 5.14788C12.6395 5.26731 12.9188 5.44928 13.1521 5.68225Z"" stroke=""currentColor"" stroke-width=""0.8"" stroke-linecap=""round"" stroke-linejoin=""round""></path></g></svg><span>Log in with passkey</span></button>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",,
54,10. Juli 2025,ja,https://hardwax.com/,https://hardwax.com/,"<input class=""vb"" id=""id_username"" type=""email"" name=""username"" autocomplete=""username email webauthn"" placeholder=""Your email address"" required="""">",Passkey,"autocomplete = webauthn, get methode, methode vor login","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js","autocomplete=webauthn wird erst beim klick auf ein element ausgelöst, wenn das input fenster im focus ist.",
55,10. Juli 2025,ja,https://my.scc.kit.edu/,https://idp.scc.kit.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,"<button id=""passkeys_login"" type=""button"">Login mit Passkey</button>",Passkey,"get call after side loading, get methode, methode vor login",navigator.credentials.get vorhanden,,
56,10. Juli 2025,ja,https://www.google.com/,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fwww.google.com%2F&dsh=S-1743993197%3A1752150344364252&ec=futura_exp_og_so_72776762_e&flowEntry=ServiceLogin&flowName=GlifWebSignIn&hl=de&ifkv=AdBytiNtn9ggcJZB8MHg49XgyoUeuV0uuYiYeaYsTeNN-RNhvpsAERV7NvFv2paDdNA5IbNiMU2Z7g,"></div><div class=""riDSKb"">Anderes Konto verwenden</div></div></div>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","Conditional UI, navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden, obfuscated js",,google
57,10. Juli 2025,ja,https://www.linkedin.com/,https://www.linkedin.com/login/de?fromSignIn=true&trk=guest_homepage-basic_nav-header-signin,"<input id=""username"" name=""session_key"" aria-describedby=""error-for-username"" required="""" validation=""email|tel"" value="""" autofocus="""" autocomplete=""username webauthn"" placeholder="" "" aria-label=""E-Mail-Adresse/Telefon"" type=""email"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",,"apple, google"
58,10. Juli 2025,ja,https://lnk.bio/de/,https://lnk.bio/de/login,"<input id=""email"" name=""email"" class=""form-control mb-3"" type=""email"" placeholder=""Meine Email"" autocapitalize=""sentences"" autocomplete=""username webauthn"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login",navigator.credentials.get({publicKey:) vorhanden,,"X, discord, microsoft"
59,10. Juli 2025,ja,https://www.luno.com/en/za,https://www.luno.com/en/login,"<input _ngcontent-ng-c2081000229="""" matinput="""" class=""mat-mdc-input-element ng-tns-c3446705053-2 ng-invalid mat-mdc-form-field-input-control mdc-text-field__input cdk-text-field-autofill-monitored ng-dirty ng-touched"" type=""email"" autocomplete=""webauthn"" required="""" id=""mat-input-0"" name=""email"" aria-required=""true"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",,"apple, google"
60,10. Juli 2025,ja,https://www.luxid.lu/fr/,https://login.luxid.lu/auth/login?TAM_OP=login&METHOD=GET&URL=https:%2F%2Flogin.luxid.lu%2Fmga%2Fsps%2Foauth%2Foauth20%2Fauthorize%3Fscope%3Dopenid%2520email%26response_type%3Dcode%26client_id%3DLuxID_Selfcare%26response_mode%3Dform_post%26state%3D41714cb8-a5bb-ec66-8098-ce60b9889fde%26nonce%3D9ffa0f29-95cf-c846-8089-bd3ab623626f%26redirect_uri%3Dhttps:%2F%2Faccount.luxid.lu%2Fpkmsoidc&AUTHNLEVEL=,"<input _ngcontent-ng-c929928022="""" apptrapfocus="""" autocomplete=""username webauthn"" name=""email"" id=""emailInput"" type=""email"" formcontrolname=""email"" class=""inputForm ng-pristine ng-invalid ng-touched"" placeholder=""Ihre E-Mail-Adresse"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login",navigator.credentials.get vorhanden,,
61,10. Juli 2025,ja,https://marshmallow-qa.com/,https://marshmallow-qa.com/session/new,"<input placeholder=""marshmallow"" autocomplete=""username webauthn"" required=""required"" name=""email"" id=""email"" class=""form-control"" type=""text"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",,"apple, google"
62,10. Juli 2025,ja,https://jp.mercari.com/,https://login.jp.mercari.com/signin?acr_values=urn%3Amercari%3Aacr%3Asf&nonce=0SnoZD2upnHw7erfxUDaeF4dbOEzZtOAMl8CvYmvq5ggRztMqJq3cQ3GLCRe&params=client_id%3DbP4zN6jIZQeutikiUFpbx307DVK1pmoW%26code_challenge%3DEaFHm6l8zed4LPzndZGpuGSWPFAEFz4ts0gIK8F6e8I%26code_challenge_method%3DS256%26flow_session_id%3Dbe2e8d2f-33ec-408d-bda3-1d5f02d80b01%26nonce%3DglpiZdvVGq28%26redirect_uri%3Dhttps%253A%252F%252Fjp.mercari.com%252Fauth%252Fcallback%26response_type%3Dcode%26scope%3Dmercari%2Bopenid%26state%3DeyJwYXRoIjoiLyIsInJhbmRvbSI6IkhmQUZMMnJxa09PRyJ9%26ui_locales%3Dja,"<input name=""emailOrPhone"" autocomplete=""email webauthn"" type=""email"" inputmode=""email"" class=""merInputNode"" value="""">   <div class=""merButton custom__01a6ef84 medium__01a6ef84 fluid__01a6ef84 loginButton__79da4976 mer-spacing-b-16 outline__79da4976 passkey__79da4976"" location-2=""passkey_button""><button type=""button"" aria-disabled=""false""><div class=""merResourceBase""><svg version=""1.1"" x=""0px"" y=""0px"" width=""216"" height=""216"" viewBox=""0 0 216 216"" fill=""var(--alias-color-icon-primary-default)""><title>Passkey</title><g><rect fill=""none"" width=""216"" height=""216""></rect><g><g><path fill-rule=""evenodd"" clip-rule=""evenodd"" opacity=""0.85"" d=""M172.32,96.79c0,13.78-8.48,25.5-20.29,29.78l7.14,11.83l-10.57,13l10.57,12.71l-17.04,22.87l-12.01-12.82
v-25.9v-22.56c-10.68-4.85-18.15-15.97-18.15-28.91c0-17.4,13.51-31.51,30.18-31.51C158.81,65.28,172.32,79.39,172.32,96.79z
M142.14,101.61c4.02,0,7.28-3.4,7.28-7.6c0-4.2-3.26-7.61-7.28-7.61s-7.28,3.4-7.28,7.61
C134.85,98.21,138.12,101.61,142.14,101.61z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M172.41,96.88c0,13.62-8.25,25.23-19.83,29.67l6.58,11.84l-9.73,13l9.73,12.71l-17.03,23.05v-25.9v-32.77
v-26.87c4.02,0,7.28-3.41,7.28-7.6c0-4.2-3.26-7.61-7.28-7.61V65.28C158.86,65.28,172.41,79.43,172.41,96.88z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M120.24,131.43c-9.75-8-16.3-20.3-17.2-34.27H50.8c-10.96,0-19.84,9.01-19.84,20.13v25.17
c0,5.56,4.44,10.07,9.92,10.07h69.44c5.48,0,9.92-4.51,9.92-10.07V131.43z""></path><path d=""M73.16,91.13c-2.42-0.46-4.82-0.89-7.11-1.86C57.4,85.64,52.36,78.95,50.73,69.5
c-1.12-6.47-0.59-12.87,2.03-18.92c3.72-8.6,10.39-13.26,19.15-14.84c5.24-0.94,10.46-0.73,15.5,1.15
c7.59,2.82,12.68,8.26,15.03,16.24c2.38,8.05,2.03,16.1-1.56,23.72c-3.72,7.96-10.21,12.23-18.42,13.9
c-0.68,0.14-1.37,0.27-2.05,0.41C78,91.13,75.58,91.13,73.16,91.13z""></path></g></g></g></svg></div><span>パスキーでログイン</span></button></div>",Passkey,"autocomplete = webauthn, get call after side loading, methode vor login","Conditional UI, navigator.credentials.create({publicKey:, navigator.credentials.get({publicKey:) vorhanden, obfuscated js, one line js","<div class=""merButton custom__01a6ef84 medium__01a6ef84 fluid__01a6ef84 loginButton__79da4976 mer-spacing-b-16 outline__79da4976 passkey__79da4976"" location-2=""passkey_button""><button type=""button"" aria-disabled=""false""><div class=""merResourceBase""><svg version=""1.1"" x=""0px"" y=""0px"" width=""216"" height=""216"" viewBox=""0 0 216 216"" fill=""var(--alias-color-icon-primary-default)""><title>Passkey</title><g><rect fill=""none"" width=""216"" height=""216""></rect><g><g><path fill-rule=""evenodd"" clip-rule=""evenodd"" opacity=""0.85"" d=""M172.32,96.79c0,13.78-8.48,25.5-20.29,29.78l7.14,11.83l-10.57,13l10.57,12.71l-17.04,22.87l-12.01-12.82
v-25.9v-22.56c-10.68-4.85-18.15-15.97-18.15-28.91c0-17.4,13.51-31.51,30.18-31.51C158.81,65.28,172.32,79.39,172.32,96.79z
M142.14,101.61c4.02,0,7.28-3.4,7.28-7.6c0-4.2-3.26-7.61-7.28-7.61s-7.28,3.4-7.28,7.61
C134.85,98.21,138.12,101.61,142.14,101.61z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M172.41,96.88c0,13.62-8.25,25.23-19.83,29.67l6.58,11.84l-9.73,13l9.73,12.71l-17.03,23.05v-25.9v-32.77
v-26.87c4.02,0,7.28-3.41,7.28-7.6c0-4.2-3.26-7.61-7.28-7.61V65.28C158.86,65.28,172.41,79.43,172.41,96.88z""></path><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M120.24,131.43c-9.75-8-16.3-20.3-17.2-34.27H50.8c-10.96,0-19.84,9.01-19.84,20.13v25.17
c0,5.56,4.44,10.07,9.92,10.07h69.44c5.48,0,9.92-4.51,9.92-10.07V131.43z""></path><path d=""M73.16,91.13c-2.42-0.46-4.82-0.89-7.11-1.86C57.4,85.64,52.36,78.95,50.73,69.5
c-1.12-6.47-0.59-12.87,2.03-18.92c3.72-8.6,10.39-13.26,19.15-14.84c5.24-0.94,10.46-0.73,15.5,1.15
c7.59,2.82,12.68,8.26,15.03,16.24c2.38,8.05,2.03,16.1-1.56,23.72c-3.72,7.96-10.21,12.23-18.42,13.9
c-0.68,0.14-1.37,0.27-2.05,0.41C78,91.13,75.58,91.13,73.16,91.13z""></path></g></g></g></svg></div><span>パスキーでログイン</span></button></div>","apple, google"
63,10. Juli 2025,ja,https://www.microcenter.com/,https://account.microcenter.com/auth/signin?RedirectUrl=https%3a%2f%2fwww.microcenter.com%2f,"<div class=""col-auto text-center passkeySpinner""><button aria-describedby=""statusMessage"" aria-label=""sign in with passkey"" class=""passkey-login-icon passkey-icon button"" id=""passkeyBtn"" type=""button"" value=""Passkey""><div aria-hidden=""true"" class=""spinner-border spinner-border-sm mr-5""><span id=""statusMessage"" role=""status"" class=""sr-only"">Loading...</span></div> </button><span class=""d-flex text-small"">Passkey</span></div>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create({publicKey:, navigator.credentials.get vorhanden, obfuscated js",gsi/client mojoauth.min.js,
64,10. Juli 2025,ja,https://www.microsoft.com/de-de/,https://login.live.com/oauth20_authorize.srf?client_id=10fa57ef-4895-4ab2-872c-8c3613d4f7fb&scope=openid+profile+offline_access&redirect_uri=https%3a%2f%2fwww.microsoft.com%2fcascadeauth%2faccount%2fsignin-oidc&response_type=code&state=CfDJ8BcJ_mFJyLBOkhOgPwT5jfWGyb_9VwmmN1JldvDl2oVRp-DwmMBrCoCbsGzS73XEptoNmUtJqe5GU8Y5_NMb-FoS7H1vdZqmIe5n4GDvFXrsx8tEevchDXx3efiQ4hCQwrcOIIdN4jsu-8bgvR7xhIMSnM_jXVlTqOahAOuDN0EVQ2cCIpItRXBV_6iW-Fqk2PhDuW2fQgY27Cv9T3r6coDX5rc19ly98MOTbDLPea2PRv_eDU7oiuOKOZlfLXjnhbWaPSwZjF5v8wasuE5d5Li7xZZzkr4QwrMbOImJB0DYrA6gEynTrz3SEE-xfAh8CD0JIqu-c_J2ktqyXVxq1HLAWdvWlnOZUdfsQi3QkMqetqPOcedgSn_CuPeaAR-8wwY5WUW7MUJkrwhDJpmtYwajWsleBDsYcbw2Zj0lCc91n09MaQiWEqw_R2Z4HOFjiuWq8NZs_NWGizgnUxZALpatkctiVE5Jmswj6kZs84PR&response_mode=form_post&nonce=638877540890027114.ZjU2YzA1MzctMDc0NC00ZTRmLWE4ZjctZDMwNWIxOTcyMDMzZWZlM2NjOWUtZDBhNC00N2NkLWE5NTUtNWExOGIxZGU2MzU5&code_challenge=54-y-0vnoASz0NxTb1sFL1eB4QhIZOzlE8Lk_6os3eE&code_challenge_method=S256&x-client-SKU=ID_NET6_0&x-client-Ver=8.11.0.0&uaid=a0c629715185451b98abb9e18f9a0c0f&msproxy=1&issuer=mso&tenant=consumers&ui_locales=de-DE&client_info=1&epct=PAQABDgEAAABVrSpeuWamRam2jAF1XRQE4Y42s5OorFaOQsocUiBMCQzZ6lT4ILJIiRI5MKnQFN7LFZuwb6OQY_jnP6IVMR8FouOYGqcmdf_dd5w1qo9fTvK0UX8IGrQO_-_MWpeOxN4mQJYxRJTjOrm65uuh7fTpU-T1JqdrFnjSFPkJS-La5LD18G3mx4X3E_XHyckubcmm65wYE4NqUh54FdHHYPZF5Cn5jfPDadWuu2zbQbmy_CAA&jshs=0&claims=%7b%22compact%22%3a%7b%22name%22%3a%7b%22essential%22%3atrue%7d%7d%7d#,"<input type=""email"" id=""usernameEntry"" autocomplete=""username webauthn"" placeholder="""" aria-describedby=""field-8__validationMessage"" class=""fui-Input__input r12stul0 ___j4z8wj0 fk8j09s flt1dlf"" value="""">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","navigator.credentials.get vorhanden, one line js",,microsoft
65,10. Juli 2025,ja,https://entra.microsoft.com/,https://login.microsoftonline.com/organizations/oauth2/v2.0/authorize?redirect_uri=https%3A%2F%2Fentra.microsoft.com%2Fsignin%2Findex%2F&response_type=code%20id_token&scope=https%3A%2F%2Fmanagement.core.windows.net%2F%2Fuser_impersonation%20openid%20email%20profile&state=OpenIdConnect.AuthenticationProperties%3DWEb_qJ3JWUDCGdEnQQk4u_aBGIh2M_sdaVgZec7mtsqhzJecArO2KCG3au2FO2RVyV3kyypYAHiZQbrnL9sR28Ane4ZwHBjY9q6pamImmvnYvKEkaDzqsI_44LSbxITH_QWCpZJCgJkSrkP66y48ZnDc4DYnU-b1fChEpkf-IB42NidSFeLInFkPLT65byK8LXWRz9qXns3c15OgxOud2orFaZk9gUMv6FSl8gNXD1E_Q4kWGIVFCEtdp0SOwvnzAM7jx_dsHT1TZYIHkbX4gVKlHRLRHzxt9lqQXCUx6QN0CYHLSI04Pw_2AodO33wEypd5fMdvN88VKgm25z1-5zV-0Rum4IigxFGexWbgCUpAKGsC-wVF4hd_Qqfxj9ytNx7e46BWmkas4o51oba_y-c0E0wg_C_aZvG3hUCpgDHCSU9oCwRhFe8yPb5TyNEz6--rg82HnvspiRMjZISjsw&response_mode=form_post&nonce=638877541725585799.YWIzZmEyY2UtMjgxNS00YTQxLTgzNDItODU2ZmFlZTgxMmYyYWEyYjI3Y2MtMDIxOC00YTZiLTlkOTItMTRlYjY3YjczMDhk&client_id=c44b4083-3bb0-49c1-b47d-974e53cbdf3c&site_id=501430&instance_aware=true&cobrandid=106b89c7-ab4e-4963-afb3-004cd2f15cac&client-request-id=62a6ac07-abc6-419f-883d-21d3d18308b6&x-client-SKU=ID_NET472&x-client-ver=8.3.0.0,"<div class=""table"" tabindex=""0"" role=""button"" data-bind=""
click: $parent.tile_onClick,
pressEnter: $parent.tile_onClick,
ariaLabel: helpText() && $parent.displayHelp ? description() + ' ' + helpText() : description,
hasFocus: $index() === 0,
css: { 'list-item': svr.fSupportWindowsStyles },
attr: {
'data-test-cred-id': svr.fSamlAndOidcCompatibleUx && isExternalFederatedIdp && credType == null ? 'externalFederatedIdp' + $index() : credType,
'data-test-proof-value': proofValue }"" aria-label=""Gesichtserkennung, Fingerabdruck, PIN oder Sicherheitsschlüssel Verwenden Sie Ihr Gerät, um sich mit einem Hauptschlüssel anzumelden."" data-test-cred-id=""7"">

<div class=""table-cell tile-img"">
<div>
<!-- ko component: 'accessible-image-control' --><!-- ko if: (isHighContrastBlackTheme || hasDarkBackground || svr.fHasBackgroundColor) && !isHighContrastWhiteTheme --><!-- /ko -->
<!-- ko if: (isHighContrastWhiteTheme || (!hasDarkBackground && !svr.fHasBackgroundColor)) && !isHighContrastBlackTheme -->
<!-- ko template: { nodes: [darkImageNode], data: $parent } --><img class=""tile-img"" role=""presentation"" data-bind=""attr: { src: darkIconUrl }"" src=""https://aadcdn.msauth.net/shared/1.0/content/images/credentialoptions/cred_option_passkey_1500b2043f4d1698f9df6089f67559d7.svg""><!-- /ko -->
<!-- /ko --><!-- /ko -->
</div>
</div>

<div class=""table-cell text-left content"" aria-hidden=""true"" data-bind=""css: { 'content': !svr.fSupportWindowsStyles }"">
<div data-bind=""text: description"">Gesichtserkennung, Fingerabdruck, PIN oder Sicherheitsschlüssel</div>

<!-- ko if: helpText() && $parent.displayHelp -->
<div><small data-bind=""text: helpText"">Verwenden Sie Ihr Gerät, um sich mit einem Hauptschlüssel anzumelden.</small></div>
<!-- /ko -->
</div>
</div>",Passkey,"get methode, methode vor login, passkey button",,"<div data-bind=""text: $data.text, attr: { 'data-test-id': $data.testId }"" data-test-id=""signinOptions"">Anmeldeoptionen</div>",microsoft
66,10. Juli 2025,ja,https://www.migros.ch/de,https://login.migros.ch/login/email,"<input class=""inp-text"" id=""input-email"" type=""email"" placeholder=""E-Mail-Adresse"" name=""email"" value="""" autocomplete=""username webauthn"" aria-label=""E-Mail-Adresse"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","Conditional UI, navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js",,
67,10. Juli 2025,ja,https://reader.miniflux.app/,https://reader.miniflux.app/,"<button class=""button button-primary"" id=""webauthn-login"">Login with passkey</button>",Passkey,"get call after side loading, get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",automatisch ohne autocomplete direkter call?,google
68,10. Juli 2025,ja,https://minter.io/,https://minter.io/login,"<input autocomplete=""email webauthn"" class=""form-control "" id=""email"" name=""email"" mailto:placeholder=%22you@example.com"" required="""" type=""email"" value="""">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden",simplewebauthn.js,
69,10. Juli 2025,ja,https://id.moneyforward.com/,https://id.moneyforward.com/sign_in,"<input class=""rR4ct5ug"" required="""" autocomplete=""username webauthn"" id=""mfid_user[email]"" mailto:placeholder=%22example@moneyforward.com"" autocorrect=""off"" spellcheck=""false"" type=""email"" value="""" name=""mfid_user[email]"">",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login","Conditional UI, navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js, one line js",,"apple, google"
70,10. Juli 2025,ja,https://www.moneybird.com/,https://moneybird.com/login,"<input type=""email"" name=""email"" id=""email"" autofocus=""autofocus"" autocapitalize=""none"" placeholder=""E-mailadres"" autocomplete=""username webauthn"" class=""input-default full-width"" data-overlay=""placeholder"" data-content=""email"" data-expirable-login-form-target=""loginElement""> <span title=""Inloggen met passkey"" class=""btn btn--secondary btn--full-width"" data-action=""click->webauthn-credentials#get click->button#preventClickWhenDisabled keydown->button#performKeyboardNavigation click->button#showSpinner moneybird:stop_spinner@document->button#hideSpinner"" data-controller=""button"" data-expirable-login-form-target=""buttonElement"" role=""button"" tabindex=""0"">
<span class=""btn__spinner"">
<i class=""far fa-spin fa-spinner btn__spinner-icon"" alt=""Laden""></i>
</span>

<i class=""far fa-user-shield btn__icon"" alt=""Icoon user-shield""></i>

<span class=""btn__text"">
Inloggen met passkey
</span>




</span>",Passkey,"autocomplete = webauthn, get call after side loading, get methode, methode vor login, passkey button","Conditional UI, navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js",,
71,10. Juli 2025,ja,https://www.notion.com/,https://www.notion.so/login?from=marketing&pathname=%2F,"<div role=""button"" tabindex=""0"" style=""user-select: none; transition: background 20ms ease-in; cursor: pointer; position: relative; display: inline-flex; align-items: center; justify-content: center; white-space: nowrap; height: 36px; border-radius: 6px; color: rgb(50, 48, 44); fill: rgb(50, 48, 44); background: none; font-size: 14px; line-height: 1; padding-left: 12px; padding-right: 12px; font-weight: 500; border: 1px solid rgba(84, 72, 49, 0.15); width: 100%; box-shadow: none; margin-top: 8px;""><div style=""display: flex; text-align: center; justify-content: center; align-items: center;""> <svg aria-hidden=""true"" role=""graphics-symbol"" viewBox=""0 0 18 18"" style=""width: 16px; height: 16px; display: block; fill: inherit; flex-shrink: 0; position: absolute; left: 10px;"" class=""personWithKey""><g><path d=""M7 7.656a2.894 2.894 0 01-1.602-.468A3.47 3.47 0 014.234 5.93a3.63 3.63 0 01-.43-1.766 3.488 3.488 0 011.602-2.976A2.916 2.916 0 017 .726a2.93 2.93 0 011.602.46 3.36 3.36 0 011.164 1.235c.291.52.437 1.096.437 1.726a3.64 3.64 0 01-.437 1.782 3.407 3.407 0 01-1.157 1.258A2.907 2.907 0 017 7.655zm-5.125 7.328c-.474 0-.846-.109-1.117-.328-.271-.219-.406-.518-.406-.898 0-.5.156-1.024.468-1.57.313-.553.758-1.068 1.336-1.547.584-.48 1.284-.868 2.102-1.164.818-.303 1.732-.454 2.742-.454.672 0 1.3.07 1.883.211a7.32 7.32 0 011.61.563 4.077 4.077 0 00.39 1.797 3.777 3.777 0 001.172 1.414v1.976H1.875zm12.54-7.789c.494 0 .942.12 1.343.36.406.24.726.56.96.96.24.402.36.847.36 1.337 0 .53-.15 1.013-.453 1.445-.297.427-.719.773-1.266 1.039l.844.836a.438.438 0 01.117.297.361.361 0 01-.11.265l-.905.899.617.625a.412.412 0 01.117.265.361.361 0 01-.117.282l-1.235 1.226a.317.317 0 01-.25.102.334.334 0 01-.234-.086l-.71-.672a.5.5 0 01-.165-.375v-3.703a2.62 2.62 0 01-1.148-.977 2.623 2.623 0 01-.43-1.468c0-.49.117-.935.352-1.336.24-.401.56-.722.96-.961a2.61 2.61 0 011.352-.36zm0 1.188a.767.767 0 00-.563.234.771.771 0 00-.227.555c0 .213.078.398.234.555a.758.758 0 00.555.234.733.733 0 00.547-.234.758.758 0 00.234-.555.758.758 0 00-.234-.555.733.733 0 00-.547-.234z""></path></g></svg><div class=""tx-uiregular-14-med"">Mit Passkey anmelden</div></div></div>",Passkey,"get methode, methode vor login, passkey button","navigator.credentials.create vorhanden, navigator.credentials.get vorhanden, obfuscated js",gsi/client,"apple, google, microsoft"
